"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"FFCCBUS","198113","3816.088","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198201","598.708","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198202","521.921","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198203","444.951","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198204","358.036","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198205","225.897","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198206","176.425","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198207","163.416","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198208","175.129","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198209","200.922","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198210","229.262","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198211","308.707","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198212","439.144","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198213","3841.989","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198301","580.051","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198302","474.51","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198303","434.253","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198304","357.703","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198305","240.095","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198306","190.002","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198307","178.627","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198308","188.322","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198309","188.513","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198310","225.34","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198311","306.829","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198312","454.317","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198313","3818.142","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198401","629.207","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198402","491.154","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198403","462.803","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198404","363.505","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198405","261.331","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198406","192.44","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198407","185.207","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198408","196.615","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198409","204.464","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198410","231.684","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198411","317.202","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198412","443.248","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198413","3978.537","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198501","521.627","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198502","549.55","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198503","408.598","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198504","300.655","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198505","207.904","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198506","172.547","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198507","172.942","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198508","176.687","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198509","184.533","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198510","228.062","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198511","294.676","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198512","491.635","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198513","3707.906","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198601","558.108","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198602","496.025","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198603","424.762","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198604","295.771","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198605","225.448","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198606","177.539","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198607","172.66","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198608","178.241","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198609","178.492","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198610","223.102","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198611","298.033","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198612","437.643","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198613","3665.393","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198701","529.372","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198702","489.245","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198703","431.132","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198704","316.04","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198705","221.081","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198706","178.706","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198707","181.203","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198708","172.54","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198709","194.957","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198710","258.279","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198711","321.235","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198712","451.33","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198713","3744.704","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198801","574.331","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198802","526.927","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198803","446.625","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198804","321.219","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198805","244.559","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198806","197.272","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198807","199.714","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198808","206.348","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198809","199.12","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198810","255.383","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198811","333.956","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198812","456.179","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198813","3961.491","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198901","508.004","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198902","497.491","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198903","462.357","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198904","326.484","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198905","240.181","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198906","199.718","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198907","187.509","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198908","198.899","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198909","197.077","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198910","241.75","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198911","338.41","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198912","546.147","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","198913","3943.645","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199001","518.895","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199002","444.878","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199003","404.336","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199004","327.257","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199005","240.945","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199006","207.271","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199007","208.157","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199008","207.089","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199009","208.621","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199010","245.098","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199011","327.464","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199012","455.539","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199013","3795.153","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199101","565.972","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199102","463.4","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199103","412.612","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199104","311.299","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199105","231.91","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199106","194.778","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199107","206.53","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199108","192.055","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199109","195.489","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199110","251.291","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199111","351.102","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199112","469.765","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199113","3845.728","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199201","531.162","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199202","468.005","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199203","412.717","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199204","337.848","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199205","242.406","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199206","195.712","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199207","194.512","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199208","191.531","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199209","205.064","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199210","248.024","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199211","350.435","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199212","504.201","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199213","3881.33","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199301","522.844","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199302","505.572","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199303","475.298","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199304","341.01","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199305","222.865","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199306","194.836","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199307","189.502","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199308","185.856","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199309","187.207","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199310","230.049","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199311","335.375","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199312","466.114","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199313","3856.247","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199401","602.971","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199402","548.131","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199403","446.616","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199404","311.739","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199405","233.255","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199406","198.736","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199407","192.441","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199408","188.101","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199409","183.5","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199410","232.021","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199411","318.956","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199412","448.358","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199413","3904.508","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199501","532.489","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199502","515.171","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199503","431.214","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199504","331.829","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199505","247.597","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199506","192.577","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199507","185.338","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199508","188.807","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199509","192.231","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199510","236.324","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199511","387.193","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199512","541.134","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199513","3981.766","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199601","599.132","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199602","551.585","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199603","483.106","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199604","360.965","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199605","245.972","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199606","192.169","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199607","182.817","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199608","181.992","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199609","185.157","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199610","245.191","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199611","390.426","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199612","519.393","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199613","4137.687","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199701","595.418","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199702","515.588","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199703","447.769","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199704","346.273","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199705","267.414","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199706","215.258","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199707","207.258","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199708","201.642","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199709","203.427","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199710","256.242","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199711","384.374","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199712","516.426","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199713","4156.929","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199801","550.483","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199802","480.465","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199803","455.116","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199804","326.014","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199805","237.388","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199806","197.903","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199807","200.462","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199808","202.982","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199809","193.005","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199810","239.623","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199811","336.653","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199812","457.735","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199813","3877.628","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199901","586.807","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199902","498.711","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199903","479.19","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199904","327.887","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199905","232.587","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199906","197.178","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199907","186.217","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199908","191.873","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199909","189.487","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199910","246.226","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199911","320.859","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199912","467.7","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","199913","3924.404","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200001","565.849","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200002","521.705","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200003","435.109","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200004","327.781","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200005","244.061","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200006","203.301","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200007","193.202","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200008","218.518","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200009","212.059","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200010","252.72","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200011","378.301","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200012","597.585","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200013","4149.942","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200101","626.762","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200102","526.057","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200103","475.218","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200104","333.698","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200105","224.884","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200106","193.94","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200107","193.001","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200108","195.578","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200109","200.065","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200110","255.492","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200111","309.384","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200112","449.599","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200113","3983.306","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200201","540.197","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200202","489.683","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200203","459.527","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200204","332.412","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200205","251.46","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200206","198.462","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200207","192.623","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200208","191.913","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200209","196.502","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200210","268.877","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200211","378.884","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
"FFCCBUS","200212","527.172","4","Total Fossil Fuels Consumed by the Commercial Sector","Trillion Btu"
